code insee,ville,inscrits,abstentions,exprimes,LDVG,LFN,LUD
67153,Geiswiller,188,53,128,7,59,62
67154,Gerstheim,2531,868,1590,106,575,909
67155,Gertwiller,918,370,512,52,217,243
67156,Geudertheim,1979,671,1251,74,582,595
67158,Gingsheim,267,88,174,13,65,96
67159,Goerlingen,195,59,133,8,66,59
67160,Goersdorf,889,349,498,28,225,245
67161,Gottenhouse,339,111,218,24,62,132
67162,Gottesheim,267,69,188,15,62,111
67163,Gougenheim,434,120,292,20,98,174
67164,Goxwiller,700,213,464,35,173,256
67165,Grandfontaine,376,175,185,29,74,82
67166,Grassendorf,193,40,144,11,66,67
67167,Grendelbruch,1057,413,605,32,247,326
67168,Gresswiller,1317,519,765,61,248,456
67169,Gries,2337,923,1346,101,516,729
67172,Griesheim-près-Molsheim,1650,539,1027,83,382,562
67173,Griesheim-sur-Souffel,925,247,654,76,141,437
67174,Gumbrechtshoffen,953,371,556,65,239,252
67176,Gundershoffen,2769,1104,1568,125,652,791
67177,Gunstett,536,184,325,18,124,183
67178,Gungwiller,233,85,134,10,52,72
67179,Haegen,584,222,335,26,142,167
67180,Haguenau,22896,10009,12380,1084,3952,7344
67181,Handschuheim,265,84,175,10,45,120
67182,Hangenbieten,1103,389,689,49,232,408
67183,Harskirchen,723,273,418,36,189,193
67184,Hatten,1384,609,716,59,304,353
67185,Hattmatt,543,163,367,21,156,190
67186,Hegeney,292,101,182,13,68,101
67187,Heidolsheim,370,127,221,19,100,102
67188,Heiligenberg,546,179,339,30,153,156
67189,Heiligenstein,710,225,437,41,171,225
67190,Hengwiller,153,39,107,2,55,50
67191,Herbitzheim,1617,695,882,74,391,417
67192,Herbsheim,720,248,439,34,190,215
67194,Herrlisheim,3905,1423,2345,164,931,1250
67195,Hessenheim,403,118,269,14,102,153
67196,Hilsenheim,2070,919,1092,107,516,469
67197,Hindisheim,1195,381,784,56,243,485
67198,Hinsbourg,113,32,80,7,14,59
67199,Hinsingen,74,28,44,1,18,25
67200,Hipsheim,744,227,497,47,156,294
67201,Hirschland,240,101,129,10,52,67
67202,Hochfelden,2622,937,1598,141,522,935
67203,Hochstett,274,65,200,18,58,124
67204,Hoenheim,7651,2929,4533,528,1258,2747
67205,Hoerdt,3369,1190,2077,126,653,1298
67206,Hoffen,898,341,528,36,218,274
67207,Hohatzenheim,172,43,126,9,36,81
67208,Hohengoeft,414,117,283,21,98,164
67209,Hohfrankenheim,226,72,153,22,64,67
67210,Le Hohwald,449,188,242,19,98,125
67212,Holtzheim,2769,1147,1563,103,538,922
67213,Hunspach,573,239,307,14,90,203
67214,Hurtigheim,455,98,344,24,105,215
67215,Huttendorf,419,115,297,6,132,159
67216,Huttenheim,2123,865,1169,85,465,619
67217,Ichtratzheim,230,59,163,12,50,101
67218,Illkirch-Graffenstaden,17901,7464,10061,1215,2628,6218
67220,Ingenheim,259,84,159,9,48,102
67221,Ingolsheim,208,68,130,5,59,66
67222,Ingwiller,3001,1342,1580,112,521,947
67223,Innenheim,943,311,584,24,232,328
67225,Issenhausen,89,24,63,4,28,31
67226,Ittenheim,1583,514,1026,88,292,646
67227,Itterswiller,201,51,143,7,48,88
67228,Neugartheim-Ittlenheim,626,178,434,40,109,285
67229,Jetterswiller,147,43,100,12,47,41
67230,Kaltenhouse,1794,903,848,51,337,460
67231,Kauffenheim,141,48,91,8,28,55
67232,Keffenach,173,53,110,6,54,50
67233,Kertzfeld,1073,398,640,36,252,352
67234,Keskastel,1191,462,690,51,283,356
67235,Kesseldorf,275,80,185,6,63,116
67236,Kienheim,509,163,330,18,99,213
67237,Kilstett,2068,741,1259,98,414,747
67238,Kindwiller,492,162,302,10,170,122
67239,Kintzheim,1411,449,897,101,315,481
67240,Kirchheim,561,157,381,34,130,217
67241,Kirrberg,139,39,93,13,35,45
67242,Kirrwiller,420,153,248,31,103,114
67244,Kleingoeft,101,15,82,3,36,43
67245,Knoersheim,164,48,114,7,46,61
67246,Kogenheim,971,394,551,45,245,261
67247,Kolbsheim,710,221,444,71,139,234
67248,Krautergersheim,1389,446,894,72,326,496
67249,Krautwiller,163,56,105,2,34,69
67250,Kriegsheim,586,183,390,28,135,227
67252,Kurtzenhouse,844,340,487,45,222,220
67253,Kuttolsheim,547,157,368,25,129,214
67254,Kutzenhausen,700,249,428,40,176,212
67255,Lalaye,373,147,202,22,77,103
67256,Lampertheim,2557,824,1681,130,395,1156
67257,Lampertsloch,591,213,349,34,132,183
67258,Landersheim,159,40,109,13,50,46
67259,Langensoultzbach,782,357,394,40,160,194
67260,Laubach,269,65,187,12,66,109
67261,Lauterbourg,1383,606,740,74,176,490
67263,Lembach,1216,435,737,49,211,477
67264,Leutenheim,577,217,331,30,129,172
67265,Lichtenberg,479,174,289,11,105,173
67266,Limersheim,528,133,373,26,134,213
67267,Lingolsheim,12162,5507,6415,654,1816,3945
67268,Lipsheim,2144,774,1323,93,398,832
67269,Littenheim,191,51,135,7,39,89
67270,Lixhausen,270,92,168,20,62,86
67271,Lobsann,438,137,280,23,102,155
67272,Lochwiller,358,120,222,18,86,118
67273,Lohr,441,180,246,14,96,136
67274,Lorentzen,192,62,127,5,60,62
67275,Lupstein,673,239,410,34,152,224
67276,Lutzelhouse,1408,554,815,78,310,427
67277,Mackenheim,572,178,351,36,159,156
67278,Mackwiller,512,207,281,14,108,159
67279,Maennolsheim,171,41,120,3,59,58
67280,Maisonsgoutte,646,235,395,26,156,213
67281,Marckolsheim,2915,1182,1629,143,603,883
67282,Marlenheim,3421,1293,2031,174,671,1186
67283,Marmoutier,2147,882,1195,99,427,669
67285,Matzenheim,1189,395,739,60,309,370
67286,Meistratzheim,1267,498,735,30,338,367
67287,Melsheim,425,154,255,15,98,142
67288,Memmelshoffen,269,107,154,12,54,88
67289,Menchhoffen,508,182,303,31,107,165
67290,Merkwiller-Pechelbronn,722,302,399,38,129,232
67291,Mertzwiller,2719,1300,1346,74,546,726
67292,Mietesheim,487,167,293,12,133,148
67293,Minversheim,519,153,352,26,130,196
67295,Mittelbergheim,577,191,365,18,108,239
67296,Mittelhausbergen,1521,518,968,60,243,665
67297,Mittelhausen,424,124,288,25,85,178
67298,Mittelschaeffolsheim,394,93,290,16,131,143
67299,Mollkirch,744,245,477,53,176,248
67300,Molsheim,6148,2220,3763,426,1058,2279
67301,Mommenheim,1428,507,875,57,262,556
67302,Monswiller,1482,580,857,102,337,418
67303,Morsbronn-les-Bains,475,164,293,20,105,168
67304,Morschwiller,490,159,312,20,111,181
67305,Mothern,1417,535,807,42,310,455
67306,Muhlbach-sur-Bruche,530,203,317,34,111,172
67307,Mulhausen,366,93,255,20,110,125
67308,Munchhausen,513,175,311,20,114,177
67309,Mundolsheim,4054,1399,2545,250,738,1557
67310,Mussig,1027,382,579,49,208,322
67311,Muttersholtz,1745,663,1029,115,325,589
67312,Mutzenhouse,352,105,230,10,94,126
67313,Mutzig,3952,1853,1999,178,723,1098
67314,Natzwiller,469,154,296,45,86,165
67315,Neewiller-près-Lauterbourg,427,140,267,11,81,175
67317,Neubois,532,175,332,33,104,195
67319,Neuhaeusel,260,98,154,8,58,88
67320,Neuve-Eglise,568,188,356,27,109,220
67321,Neuviller-la-Roche,300,128,163,13,44,106
67322,Neuwiller-lès-Saverne,857,330,496,42,172,282
67324,Niederbronn-les-Bains,3280,1395,1781,141,621,1019
67325,Niederhaslach,1052,353,669,47,280,342
67326,Niederhausbergen,1243,396,804,83,210,511
67327,Niederlauterbach,617,180,407,28,122,257
67328,Niedermodern,690,311,365,34,158,173
67329,Niedernai,990,318,627,51,238,338
67330,Niederroedern,642,239,370,24,151,195
67331,Niederschaeffolsheim,1110,306,757,38,283,436
67333,Niedersoultzbach,216,71,142,14,49,79
67334,Niedersteinbach,117,46,68,6,26,36
67335,Nordheim,723,242,460,35,156,269
67336,Nordhouse,1365,459,850,52,289,509
67337,Nothalten,402,150,234,18,86,130
67338,Obenheim,1138,429,674,44,241,389
67339,Betschdorf,2813,1067,1646,130,701,815
67340,Oberbronn,1196,491,682,36,332,314
67341,Oberdorf-Spachbach,326,131,187,19,55,113
67342,Oberhaslach,1414,507,867,49,320,498
67343,Oberhausbergen,3280,1130,2064,183,519,1362
67344,Oberhoffen-lès-Wissembourg,238,79,149,12,31,106
67345,Oberhoffen-sur-Moder,2698,1136,1482,110,685,687
67346,Oberlauterbach,384,103,253,16,84,153
67347,Obermodern-Zutzendorf,1380,530,809,71,284,454
67348,Obernai,8771,3929,4632,398,1470,2764
67349,Oberroedern,365,150,194,7,72,115
67350,Oberschaeffolsheim,1823,619,1162,93,331,738
67351,Seebach,1355,470,814,43,242,529
67352,Obersoultzbach,342,85,243,7,100,136
67353,Obersteinbach,189,68,115,16,25,74
67354,Odratzheim,381,105,266,20,83,163
67355,Oermingen,858,267,564,44,218,302
67356,Offendorf,1940,737,1140,68,480,592
67358,Offwiller,720,248,441,23,198,220
67359,Ohlungen,1109,341,719,44,269,406
67360,Ohnenheim,784,294,459,43,230,186
67361,Olwisheim,401,117,269,20,78,171
67362,Orschwiller,514,181,310,37,74,199
67363,Osthoffen,652,159,471,32,160,279
67364,Osthouse,763,230,511,29,139,343
67365,Ostwald,7711,2940,4609,491,1537,2581
67366,Ottersthal,626,198,406,60,110,236
67367,Otterswiller,1066,352,677,59,198,420
67368,Ottrott,1351,450,857,74,267,516
67369,Ottwiller,211,71,134,19,50,65
67370,Petersbach,551,213,325,20,102,203
67371,La Petite-Pierre,481,190,275,30,86,159
67372,Pfaffenhoffen,1856,766,1030,77,428,525
67373,Pfalzweyer,259,75,167,9,44,114
67374,Pfettisheim,618,133,447,37,115,295
67375,Pfulgriesheim,1087,373,686,73,173,440
67377,Plaine,866,327,513,74,208,231
67378,Plobsheim,3278,1128,2046,184,705,1157
67379,Preuschdorf,744,282,438,26,170,242
67380,Printzheim,191,62,119,3,40,76
67381,Puberg,286,114,160,9,65,86
67382,Quatzenheim,636,195,420,26,105,289
67383,Rangen,152,47,100,4,39,57
67384,Ranrupt,318,94,217,56,61,100
67385,Ratzwiller,226,84,132,13,43,76
67386,Rauwiller,159,50,106,4,37,65
67387,Reichsfeld,215,61,139,20,41,78
67388,Reichshoffen,3894,1577,2199,157,845,1197
67389,Reichstett,3409,1157,2131,161,693,1277
67391,Reinhardsmunster,406,145,255,26,99,130
67392,Reipertswiller,797,301,476,28,206,242
67394,Retschwiller,237,85,141,14,44,83
67395,Reutenbourg,333,105,216,9,85,122
67396,Rexingen,175,54,116,11,40,65
67397,Rhinau,2225,840,1310,79,565,666
67398,Richtolsheim,275,121,142,3,72,67
67400,Riedseltz,856,329,490,31,193,266
67401,Rimsdorf,257,89,159,10,73,76
67402,Ringeldorf,95,26,68,2,30,36
67403,Ringendorf,335,119,205,16,80,109
67404,Rittershoffen,679,277,377,29,118,230
67405,Roeschwoog,1672,615,974,92,353,529
67406,Rohr,228,73,151,22,39,90
67407,Rohrwiller,1429,653,733,40,300,393
67408,Romanswiller,1073,374,655,69,269,317
67409,Roppenheim,624,242,355,25,145,185
67410,Rosenwiller,564,147,394,29,134,231
67411,Rosheim,4011,1444,2446,221,715,1510
67412,Rossfeld,749,271,457,34,178,245
67413,Rosteig,483,192,277,25,82,170
67414,Rothau,1134,515,583,61,230,292
67415,Rothbach,418,174,233,20,99,114
67416,Rott,375,130,237,12,89,136
67417,Rottelsheim,289,100,177,14,44,119
67418,Rountzenheim,773,298,440,23,174,243
67420,Russ,1079,390,664,49,268,347
67421,Saales,578,206,357,52,152,153
67422,Saasenheim,477,138,313,31,140,142
67423,Saessolsheim,481,176,278,28,113,137
67424,Saint-Blaise-la-Roche,192,73,113,11,51,51
67425,Saint-Jean-Saverne,494,152,321,41,89,191
67426,Saint-Martin,272,95,168,11,54,103
67427,Saint-Maurice,315,74,228,27,82,119
67428,Saint-Nabor,429,159,263,23,83,157
67429,Saint-Pierre,462,162,275,22,86,167
67430,Saint-Pierre-Bois,678,222,417,53,139,225
67431,Salenthal,180,42,132,14,52,66
67432,Salmbach,472,109,339,36,112,191
67433,Sand,976,307,630,65,245,320
67434,Sarre-Union,2076,972,1039,91,397,551
67435,Sarrewerden,735,280,425,38,150,237
67436,Saulxures,392,154,218,14,115,89
67437,Saverne,7737,3119,4428,429,1132,2867
67438,Schaeffersheim,685,213,443,26,134,283
67439,Schaffhouse-sur-Zorn,340,112,221,41,56,124
67440,Schaffhouse-près-Seltz,434,149,265,21,105,139
67441,Schalkendorf,263,111,146,15,53,78
67442,Scharrachbergheim-Irmstett,922,277,615,44,220,351
67443,Scheibenhard,484,177,289,17,70,202
67444,Scherlenheim,108,25,76,4,22,50
67445,Scherwiller,2527,855,1568,150,541,877
67446,Schillersdorf,375,132,231,20,78,133
67447,Schiltigheim,17461,8129,8968,1320,2052,5596
67448,Schirmeck,1507,635,825,83,289,453
67449,Schirrhein,1800,729,1015,83,434,498
67450,Schirrhoffen,541,219,303,28,107,168
67451,Schleithal,1197,424,724,27,214,483
67452,Schnersheim,1124,290,791,49,237,505
67453,Schoenau,465,178,262,26,113,123
67454,Schoenbourg,360,90,247,2,78,167
67455,Schoenenbourg,570,197,363,32,158,173
67456,Schopperten,333,131,197,12,82,103
67458,Schweighouse-sur-Moder,3634,1286,2217,147,774,1296
67459,Schwenheim,610,185,405,17,153,235
67460,Schwindratzheim,1284,374,865,75,345,445
67461,Schwobsheim,232,54,168,13,75,80
67462,Sélestat,13482,5673,7375,961,2213,4201
67463,Seltz,2101,838,1195,63,503,629
67464,Sermersheim,716,257,431,18,206,207
67465,Sessenheim,1721,718,956,71,428,457
67466,Siegen,335,102,217,15,62,140
67467,Siewiller,357,131,202,10,77,115
67468,Siltzheim,504,196,291,22,110,159
67469,Singrist,358,118,226,17,90,119
67470,Solbach,102,31,71,7,18,46
67471,Souffelweyersheim,5313,1853,3342,306,869,2167
67472,Soufflenheim,3540,1675,1780,121,713,946
67473,Soultz-les-Bains,795,306,454,40,161,253
67474,Soultz-sous-Forêts,2294,948,1262,105,479,678
67475,Sparsbach,200,82,114,9,26,79
67476,Stattmatten,528,250,258,15,127,116
67477,Steige,512,190,295,19,118,158
67478,Steinbourg,1630,653,912,54,395,463
67479,Steinseltz,514,202,292,19,93,180
67480,Still,1467,538,877,73,333,471
67481,Stotzheim,882,265,589,58,181,350
67482,Strasbourg,146166,63471,80337,11458,14268,54611
67483,Struth,215,77,129,8,46,75
67484,Stundwiller,370,131,231,11,99,121
67485,Stutzheim-Offenheim,1191,356,809,81,208,520
67486,Sundhouse,1330,556,738,62,338,338
67487,Surbourg,1329,576,712,41,295,376
67488,Thal-Drulingen,145,56,83,3,44,36
67489,Thal-Marmoutier,665,203,436,34,142,260
67490,Thanvillé,496,132,338,33,94,211
67491,Tieffenbach,257,106,145,6,42,97
67492,Traenheim,553,186,351,34,101,216
67493,Triembach-au-Val,385,110,259,22,80,157
67494,Trimbach,402,139,247,8,93,146
67495,Truchtersheim,2698,814,1820,139,476,1205
67496,Uberach,960,298,627,28,253,346
67497,Uhlwiller,573,203,339,30,109,200
67498,Uhrwiller,611,200,379,18,180,181
67499,Urbeis,260,80,166,17,51,98
67500,Urmatt,1189,444,712,55,265,392
67501,Uttenheim,435,138,274,11,84,179
67502,Uttenhoffen,174,53,116,9,54,53
67503,Uttwiller,141,45,86,9,30,47
67504,Valff,979,354,585,28,259,298
67505,La Vancelle,382,131,239,26,75,138
67506,Vendenheim,4702,1921,2664,261,731,1672
67507,Villé,1386,549,815,81,297,437
67508,Voellerdingen,380,172,203,9,94,100
67509,Volksberg,296,110,171,16,72,83
67510,Wahlenheim,340,66,261,26,77,158
67511,Walbourg,751,268,445,29,163,253
67512,La Walck,819,347,444,27,172,245
67513,Waldersbach,128,52,70,4,24,42
67514,Waldhambach,528,180,328,12,154,162
67515,Waldolwisheim,458,134,303,18,96,189
67516,Waltenheim-sur-Zorn,541,166,362,22,125,215
67517,Wangen,556,159,371,42,115,214
67519,La Wantzenau,4741,1694,2913,200,834,1879
67520,Wasselonne,4148,1710,2322,185,973,1164
67521,Weinbourg,400,144,238,16,94,128
67522,Weislingen,481,168,289,13,95,181
67523,Weitbruch,2466,997,1396,104,627,665
67524,Weiterswiller,470,157,299,36,104,159
67525,Westhoffen,1318,481,790,62,259,469
67526,Westhouse,1278,415,823,65,337,421
67527,Westhouse-Marmoutier,205,70,130,13,37,80
67528,Weyer,415,144,260,17,126,117
67529,Weyersheim,2558,927,1545,123,527,895
67530,Wickersheim-Wilshausen,352,112,224,14,86,124
67531,Wildersbach,291,126,154,22,67,65
67532,Willgottheim,782,245,511,39,191,281
67534,Wilwisheim,599,164,412,24,154,234
67535,Wimmenau,900,198,673,29,166,478
67536,Windstein,159,58,93,4,34,55
67537,Wingen,389,132,248,25,91,132
67538,Wingen-sur-Moder,1210,416,749,62,233,454
67539,Wingersheim,905,231,639,36,210,393
67540,Wintershouse,656,248,387,17,159,211
67541,Wintzenbach,362,111,236,10,88,138
67542,Wintzenheim-Kochersberg,280,78,195,22,75,98
67543,Wisches,1621,600,980,124,384,472
67544,Wissembourg,5791,2662,2984,287,855,1842
67545,Witternheim,400,160,227,15,108,104
67546,Wittersheim,541,167,357,12,167,178
67547,Wittisheim,1607,600,945,75,371,499
67548,Wiwersheim,687,203,471,31,165,275
67550,Woerth,1408,606,761,69,309,383
67551,Wolfisheim,2871,1034,1765,143,457,1165
67552,Wolfskirchen,290,113,168,19,47,102
67553,Wolschheim,248,84,155,6,65,84
67554,Wolxheim,808,238,532,47,145,340
67555,Zehnacker,208,74,126,4,30,92
67556,Zeinheim,156,30,116,7,46,63
67557,Zellwiller,571,158,393,35,160,198
67558,Zinswiller,625,268,343,27,174,142
67559,Zittersheim,230,94,129,11,31,87
67560,Zoebersdorf,161,49,108,7,32,69
68001,Algolsheim,616,233,365,40,161,164
68002,Altenach,312,99,202,28,64,110
68004,Altkirch,3804,1615,2061,256,630,1175
68005,Ammerschwihr,1365,457,873,90,249,534
68006,Ammertzwiller,360,111,241,26,103,112
68007,Andolsheim,1894,629,1200,88,424,688
68008,Appenwihr,437,140,282,29,124,129
68009,Artzenheim,573,194,354,29,134,191
68010,Aspach,903,350,509,53,174,282
68011,Aspach-le-Bas,1039,355,647,71,285,291
68012,Aspach-le-Haut,1174,465,665,65,272,328
68013,Attenschwiller,643,205,406,16,182,208
68014,Aubure,274,102,158,31,59,68
68015,Baldersheim,2193,786,1342,131,455,756
68016,Balgau,723,235,457,52,217,188
68017,Ballersdorf,684,280,379,42,145,192
68018,Balschwiller,633,180,419,28,143,248
68019,Baltzenheim,407,147,242,18,117,107
68020,Bantzenheim,1199,385,752,92,317,343
68021,Bartenheim,2563,1020,1438,102,577,759
68022,Battenheim,1208,355,807,73,380,354
68023,Beblenheim,770,272,469,47,158,264
68024,Bellemagny,92,28,57,6,20,31
68025,Bendorf,164,59,92,7,28,57
68026,Bennwihr,1069,352,675,48,198,429
68027,Berentzwiller,263,102,146,9,53,84
68028,Bergheim,1581,577,924,66,337,521
68029,Bergholtz,842,258,558,66,206,286
68030,Bergholtz-zell,346,120,204,24,70,110
68031,Bernwiller,578,212,341,25,152,164
68032,Berrwiller,987,323,619,53,228,338
68033,Bettendorf,403,149,242,19,87,136
68034,Bettlach,251,87,150,3,51,96
68035,Biederthal,213,89,116,13,29,74
68036,Biesheim,1759,685,1008,108,384,516
68037,Biltzheim,329,126,195,13,88,94
68038,Bischwihr,825,257,522,56,204,262
68039,Bisel,470,211,236,12,110,114
68040,Bitschwiller-les-Thann,1422,573,809,88,390,331
68041,Blodelsheim,1412,525,846,67,400,379
68042,Blotzheim,3005,1209,1664,84,652,928
68043,Bollwiller,2892,1228,1578,218,658,702
68044,Le Bonhomme,636,256,364,52,132,180
68045,Bourbach-le-Bas,488,183,288,29,109,150
68046,Bourbach-le-Haut,342,115,207,32,71,104
68049,Bouxwiller,332,128,182,14,81,87
68050,Bréchaumont,367,127,222,26,82,114
68051,Breitenbach-Haut-Rhin,730,276,429,40,168,221
68052,Bretten,147,41,100,19,35,46
68054,Brinckheim,285,72,195,8,83,104
68055,Bruebach,834,236,576,44,223,309
68056,Brunstatt,4734,1762,2812,293,878,1641
68057,Buethwiller,198,55,135,9,56,70
68058,Buhl,2344,965,1291,165,558,568
68059,Burnhaupt-le-Bas,1422,485,894,103,386,405
68060,Burnhaupt-le-Haut,1380,474,844,92,309,443
68061,Buschwiller,672,216,412,18,152,242
68062,Carspach,1563,545,926,90,341,495
68063,Cernay,8041,3648,4184,468,1618,2098
68064,Chalampé,686,241,406,63,188,155
68065,Chavannes-sur-l'Etang,479,191,275,31,126,118
68066,Colmar,42485,20330,21212,2580,6089,12543
68067,Courtavon,284,108,158,16,78,64
68068,Dannemarie,1381,507,816,92,310,414
68069,Dessenheim,944,279,611,46,280,285
68070,Didenheim,1261,427,791,84,287,420
68071,Diefmatten,217,71,134,15,69,50
68072,Dietwiller,1147,380,738,48,259,431
68073,Dolleren,374,132,232,34,102,96
68074,Durlinsdorf,412,144,250,22,132,96
68075,Durmenach,635,220,378,30,164,184
68076,Durrenentzen,639,196,421,23,217,181
68077,Eglingen,262,61,179,14,74,91
68078,Eguisheim,1334,408,885,65,182,638
68079,Elbach,232,76,149,19,76,54
68080,Emlingen,243,80,144,17,55,72
68081,Saint-Bernard,442,118,295,27,119,149
68082,Ensisheim,5797,2510,3117,371,1337,1409
68083,Eschbach-au-Val,307,101,197,23,63,111
68084,Eschentzwiller,1209,398,757,55,267,435
68085,Eteimbes,292,114,166,19,83,64
68086,Falkwiller,164,58,95,9,50,36
68087,Feldbach,382,125,244,17,92,135
68088,Feldkirch,797,285,484,72,179,233
68089,Fellering,1322,478,784,62,346,376
68090,Ferrette,404,139,244,27,76,141
68091,Fessenheim,1644,619,971,99,392,480
68092,Fislis,336,106,212,12,93,107
68093,Flaxlanden,1268,497,721,86,257,378
68094,Folgensbourg,586,199,355,25,130,200
68095,Fortschwihr,941,319,598,76,180,342
68096,Franken,265,71,176,11,78,87
68097,Fréland,1117,409,666,82,221,363
68098,Friesen,509,170,314,28,134,152
68099,Froeningen,577,196,358,26,132,200
68100,Fulleren,293,94,186,12,84,90
68101,Galfingue,623,199,410,42,158,210
68102,Geishouse,412,144,248,29,111,108
68103,Geispitzen,380,114,241,14,90,137
68104,Geiswasser,211,55,148,9,72,67
68105,Gildwiller,250,95,144,6,45,93
68106,Goldbach-Altenbach,270,80,177,22,91,64
68107,Gommersdorf,303,82,202,22,57,123
68108,Grentzingen,397,125,256,19,118,119
68109,Griesbach-au-Val,580,195,359,45,126,188
68110,Grussenheim,723,238,461,30,216,215
68111,Gueberschwihr,690,210,442,35,130,277
68112,Guebwiller,7897,3622,4065,651,1421,1993
68113,Guémar,1094,400,649,50,279,320
68114,Guevenatten,137,44,83,12,41,30
68115,Guewenheim,1156,451,652,74,249,329
68116,Gundolsheim,625,208,390,53,157,180
68117,Gunsbach,717,250,441,49,144,248
68118,Habsheim,3835,1459,2230,196,864,1170
68119,Hagenbach,541,183,339,39,135,165
68120,Hagenthal-le-Bas,876,362,481,21,184,276
68121,Hagenthal-le-Haut,454,162,272,6,99,167
68122,Hartmannswiller,513,190,303,42,98,163
68123,Hattstatt,650,208,409,44,176,189
68124,Hausgauen,347,115,220,22,84,114
68125,Hecken,407,185,200,17,92,91
68126,Hégenheim,2111,871,1173,81,328,764
68127,Heidwiller,570,214,347,33,127,187
68128,Heimersdorf,501,179,292,25,129,138
68129,Heimsbrunn,1127,360,732,69,311,352
68130,Heiteren,756,308,427,31,218,178
68131,Heiwiller,147,55,88,6,39,43
68132,Helfrantzkirch,551,162,347,22,142,183
68133,Henflingen,176,70,92,15,47,30
68134,Herrlisheim-près-Colmar,1484,524,910,86,317,507
68135,Hésingue,1649,576,967,70,383,514
68136,Hettenschlag,276,79,185,17,89,79
68137,Hindlingen,456,169,264,14,132,118
68138,Hirsingue,1628,677,887,85,316,486
68139,Hirtzbach,1058,419,587,55,304,228
68140,Hirtzfelden,951,342,571,58,268,245
68141,Hochstatt,1670,560,1052,86,360,606
68142,Hohrod,308,110,189,23,71,95
68143,Holtzwihr,1146,313,784,58,260,466
68144,Hombourg,905,310,554,77,218,259
68145,Horbourg-Wihr,4505,1614,2753,249,952,1552
68146,Houssen,1626,562,997,55,414,528
68147,Hunawihr,464,165,291,21,83,187
68148,Hundsbach,273,110,153,17,74,62
68149,Huningue,3943,1823,1992,268,604,1120
68150,Husseren-les-Châteaux,392,97,272,25,102,145
68151,Husseren-Wesserling,784,294,457,62,193,202
68152,Illfurth,1902,677,1156,81,365,710
68153,Illhaeusern,554,176,341,13,127,201
68154,Illzach,9253,4048,4968,706,1749,2513
68155,Ingersheim,3368,1261,1996,236,704,1056
68156,Issenheim,2463,975,1389,148,553,688
68157,Jebsheim,1026,345,652,58,260,334
68158,Jettingen,389,133,235,18,91,126
68159,Jungholtz,731,256,441,67,171,203
68160,Kappelen,462,131,307,22,114,171
68161,Katzenthal,457,149,292,29,71,192
68162,Kaysersberg,2174,873,1228,189,382,657
68163,Kembs,3672,1741,1809,157,756,896
68164,Kientzheim,597,202,371,31,110,230
68165,Kiffis,167,69,92,4,46,42
68166,Kingersheim,8897,3420,5223,719,2112,2392
68167,Kirchberg,664,253,386,43,170,173
68168,Knoeringue,270,93,167,16,82,69
68169,Koestlach,384,125,237,13,105,119
68170,Koetzingue,494,139,329,29,136,164
68171,Kruth,800,260,501,48,249,204
68172,Kunheim,1144,404,698,90,244,364
68173,Labaroche,1762,669,1042,114,356,572
68174,Landser,1281,473,753,82,348,323
68175,Lapoutroie,1499,492,960,158,291,511
68176,Largitzen,223,69,137,10,55,72
68177,Lautenbach,1310,501,749,104,309,336
68178,Lautenbach-zell,834,291,495,71,203,221
68179,Lauw,722,239,445,43,171,231
68180,Leimbach,722,221,479,57,174,248
68181,Levoncourt,213,85,122,7,45,70
68182,Leymen,627,249,347,25,134,188
68183,Liebenswiller,128,42,82,8,21,53
68184,Liebsdorf,254,93,146,3,79,64
68185,Lièpvre,1382,606,729,101,351,277
68186,Ligsdorf,226,57,158,9,69,80
68187,Linsdorf,244,79,142,2,60,80
68188,Linthal,484,173,282,41,107,134
68189,Logelheim,642,182,435,34,174,227
68190,Lucelle,35,13,21,0,1,20
68191,Luemschwiller,687,213,425,55,188,182
68192,Valdieu-Lutran,298,101,190,20,90,80
68193,Luttenbach-près-Munster,616,245,353,31,164,158
68194,Lutter,194,72,109,7,36,66
68195,Lutterbach,4587,1853,2590,270,906,1414
68196,Magny,220,96,119,8,65,46
68197,Magstatt-le-Bas,352,110,224,16,97,111
68198,Magstatt-le-Haut,207,69,131,5,60,66
68199,Malmerspach,416,176,228,42,98,88
68200,Manspach,411,161,235,24,99,112
68201,Masevaux,2555,1167,1297,162,513,622
68202,Mertzen,183,43,129,8,61,60
68203,Merxheim,1101,375,681,92,296,293
68204,Metzeral,919,350,534,33,218,283
68205,Meyenheim,757,215,497,58,213,226
68206,Michelbach,273,83,176,14,76,86
68207,Michelbach-le-Bas,618,205,385,24,148,213
68208,Michelbach-le-Haut,436,126,295,19,130,146
68209,Mittelwihr,680,240,422,37,141,244
68210,Mittlach,290,101,176,21,71,84
68211,Mitzach,325,100,206,18,98,90
68212,Moernach,435,142,269,19,121,129
68213,Mollau,330,126,182,18,84,80
68214,Montreux-Jeune,274,73,192,20,102,70
68215,Montreux-Vieux,638,274,346,46,149,151
68216,Mooslargue,307,129,169,14,73,82
68217,Moosch,1324,526,737,76,345,316
68218,Morschwiller-le-Bas,2752,965,1687,210,625,852
68219,Mortzwiller,283,100,174,26,57,91
68221,Muespach,686,224,423,31,177,215
68222,Muespach-le-Haut,795,278,475,23,187,265
68223,Muhlbach-sur-Munster,658,238,387,28,166,193
