code insee,ville,inscrits,abstentions,exprimes,LDVG,LFN,LUD
08001,Acy-Romance,367,120,241,40,97,104
08003,Aiglemont,1279,447,803,171,313,319
08004,Aire,150,46,99,16,18,65
08005,Alincourt,87,25,60,6,12,42
08006,Alland'Huy-et-Sausseuil,184,70,108,22,37,49
08007,Les Alleux,63,31,31,5,13,13
08008,Amagne,512,189,307,55,148,104
08009,Amblimont,140,47,91,13,32,46
08010,Ambly-Fleury,105,30,69,8,28,33
08011,Anchamps,164,69,89,26,51,12
08013,Angecourt,294,108,171,42,79,50
08014,Annelles,98,23,74,9,22,43
08015,Antheny,98,44,50,3,27,20
08016,Aouste,167,72,89,17,46,26
08017,Apremont,98,23,73,6,29,38
08018,Ardeuil-et-Montfauxelles,64,25,38,2,15,21
08019,Les Grandes-Armoises,42,14,26,6,4,16
08020,Les Petites-Armoises,53,17,35,1,11,23
08021,Arnicourt,140,48,84,12,30,42
08022,Arreux,245,60,178,53,48,77
08023,Artaise-le-Vivier,59,13,44,3,23,18
08024,Asfeld,794,291,483,83,178,222
08025,Attigny,820,345,453,57,188,208
08026,Aubigny-les-Pothées,224,69,148,18,83,47
08027,Auboncourt-Vauzelles,93,31,61,5,18,38
08028,Aubrives,648,286,350,121,122,107
08029,Auflance,60,13,45,2,16,27
08030,Auge,61,22,39,4,14,21
08031,Aure,44,14,28,2,8,18
08032,Aussonce,134,42,90,10,36,44
08033,Authe,77,18,53,6,17,30
08034,Autrecourt-et-Pourron,228,64,159,28,50,81
08035,Autruche,55,29,22,4,6,12
08036,Autry,124,41,80,14,37,29
08037,Auvillers-les-Forges,541,224,299,52,152,95
08038,Avançon,206,76,123,18,41,64
08039,Avaux,396,168,218,40,104,74
08040,Les Ayvelles,630,271,338,73,148,117
08041,Baâlons,186,69,110,9,53,48
08042,Balaives-et-Butz,180,64,114,15,43,56
08043,Balan,1276,532,728,103,222,403
08044,Balham,68,23,44,7,16,21
08045,Ballay,190,62,125,11,53,61
08046,Banogne-Recouvrance,122,37,81,8,35,38
08047,Barbaise,97,35,60,14,32,14
08048,Barby,292,96,184,31,64,89
08049,Bar-lès-Buzancy,77,26,45,7,19,19
08052,Bayonville,101,47,54,6,17,31
08053,Bazeilles,1287,509,742,116,269,357
08055,Beaumont-en-Argonne,306,129,172,17,93,62
08056,Beffu-et-le-Morthomme,45,21,23,0,14,9
08057,Belleville-et-Châtillon-sur-Bar,186,73,103,8,40,55
08058,Belval,169,51,115,13,41,61
08059,Belval-Bois-des-Dames,35,10,24,2,5,17
08060,Bergnicourt,173,39,132,20,48,64
08061,La Berlière,39,11,28,0,10,18
08062,Bertoncourt,127,40,86,7,34,45
08063,La Besace,103,33,68,4,36,28
08064,Biermes,236,66,163,41,55,67
08065,Bièvres,53,12,37,2,18,17
08066,Bignicourt,57,15,40,1,12,27
08067,Blagny,895,430,440,89,165,186
08069,Blanchefosse-et-Bay,136,39,91,10,46,35
08070,Blanzy-la-Salonnaise,251,94,142,19,68,55
08071,Blombay,110,44,64,7,21,36
08072,Bosseval-et-Briancourt,344,137,197,37,86,74
08073,Bossus-lès-Rumigny,83,25,56,7,30,19
08074,Bouconville,55,13,41,2,17,22
08075,Boult-aux-Bois,129,43,84,24,23,37
08076,Boulzicourt,793,334,451,106,192,153
08077,Bourcq,43,11,28,4,10,14
08078,Bourg-Fidèle,613,271,322,59,187,76
08079,Boutancourt,227,100,121,28,58,35
08080,Bouvellemont,83,15,66,6,33,27
08081,Bogny-sur-Meuse,3585,1789,1711,402,889,420
08082,Brécy-Brières,68,16,50,5,13,32
08083,Brévilly,282,128,140,25,61,54
08084,Brienne-sur-Aisne,145,52,89,13,38,38
08085,Brieulles-sur-Bar,161,47,104,8,52,44
08086,Briquenay,87,30,53,4,24,25
08087,Brognon,94,33,59,5,35,19
08088,Bulson,97,23,68,8,16,44
08089,Buzancy,272,121,143,21,46,76
08090,Carignan,2120,1034,1036,188,382,466
08092,Cauroy,167,55,105,10,43,52
08094,Cernion,37,14,23,2,12,9
08095,Chagny,141,58,79,10,23,46
08096,Chalandry-Elaire,500,182,306,39,113,154
08097,Challerange,354,149,192,20,105,67
08098,Champigneulle,63,15,43,9,19,15
08099,Champigneul-sur-Vence,102,25,74,4,28,42
08100,Champlin,58,15,40,3,15,22
08101,La Chapelle,128,36,88,19,40,29
08102,Chappes,88,31,54,11,25,18
08103,Charbogne,163,50,110,12,51,47
08104,Chardeny,42,14,25,8,6,11
08105,Charleville-Mézières,29398,14411,14420,3046,4331,7043
08106,Charnois,72,29,43,15,11,17
08107,Château-Porcien,883,401,453,69,192,192
08109,Chatel-Chéhéry,143,59,83,8,30,45
08110,Le Châtelet-sur-Sormonne,138,48,87,6,50,31
08111,Le Châtelet-sur-Retourne,525,214,295,47,118,130
08113,Chaumont-Porcien,375,168,200,18,95,87
08114,Chéhéry,97,36,61,9,24,28
08115,Chémery-sur-Bar,351,128,213,17,77,119
08116,Le Chesne,630,258,354,54,123,177
08117,Chesnois-Auboncourt,131,48,81,16,31,34
08119,Cheveuges,294,93,191,28,71,92
08120,Chevières,54,20,27,1,14,12
08121,Chilly,123,52,68,11,29,28
08122,Chooz,627,289,328,85,115,128
08123,Chuffilly-Roche,58,15,41,13,7,21
08124,Clavy-Warby,271,79,186,41,69,76
08125,Cliron,249,78,169,30,78,61
08126,Condé-lès-Herpy,153,63,86,7,50,29
08128,Condé-lès-Autry,68,28,40,6,10,24
08130,Contreuve,64,22,41,6,13,22
08131,Cornay,72,20,44,6,10,28
08132,Corny-Machéroménil,122,55,65,6,33,26
08133,Coucy,329,117,210,32,115,63
08134,Coulommes-et-Marqueny,78,12,63,7,18,38
08135,La Croix-aux-Bois,116,23,85,17,46,22
08136,Daigny,237,88,143,25,51,67
08137,Damouzy,350,110,229,51,69,109
08138,Les Deux-Villes,161,46,108,12,58,38
08139,Deville,732,386,331,88,146,97
08140,Dom-le-Mesnil,861,414,413,90,159,164
08141,Dommery,148,39,102,10,43,49
08142,Donchery,1695,791,869,146,368,355
08143,Doumely-Bégny,72,32,39,3,18,18
08144,Doux,62,21,40,6,17,17
08145,Douzy,1435,483,916,100,288,528
08146,Draize,67,21,46,9,19,18
08147,Dricourt,51,28,22,4,11,7
08148,L'Ecaille,144,36,105,11,42,52
08149,L'Echelle,114,38,67,7,32,28
08150,Ecly,146,49,93,20,29,44
08151,Ecordal,237,72,156,24,59,73
08152,Elan,67,24,36,10,12,14
08153,Escombres-et-le-Chesnois,248,95,152,32,43,77
08154,Estrebay,65,14,50,5,13,32
08155,Etalle,83,33,45,8,26,11
08156,Eteignières,340,115,215,34,101,80
08158,Etrépigny,204,48,146,29,58,59
08159,Euilly-et-Lombut,89,30,57,0,24,33
08160,Evigny,149,41,105,17,33,55
08161,Exermont,26,6,18,0,0,18
08162,Fagnon,305,92,203,26,100,77
08163,Faissault,175,65,103,16,43,44
08164,Falaise,272,100,168,29,77,62
08165,Faux,37,9,28,9,9,10
08166,Fépin,192,86,100,23,49,28
08167,La Férée,70,23,46,16,16,14
08168,La Ferté-sur-Chiers,133,58,65,7,27,31
08169,Flaignes-Havys,116,42,71,10,44,17
08170,Fleigneux,158,51,107,14,43,50
08171,Fléville,82,34,45,7,22,16
08172,Fligny,134,64,66,15,35,16
08173,Flize,831,313,500,91,228,181
08174,Floing,1811,703,1067,147,430,490
08175,Foisches,181,75,101,15,44,42
08176,Fossé,45,14,30,3,9,18
08178,Fraillicourt,163,66,92,8,39,45
08179,Francheval,434,158,262,46,102,114
08180,La Francheville,1178,389,762,144,318,300
08182,Le Fréty,56,25,30,10,8,12
08183,Fromelennes,736,354,364,90,112,162
08184,Fromy,69,28,40,2,28,10
08185,Fumay,2578,1327,1207,350,415,442
08186,Germont,41,21,20,4,8,8
08187,Gernelle,255,103,149,32,61,56
08188,Gespunsart,810,343,440,101,203,136
08189,Girondelle,125,39,78,12,39,27
08190,Givet,4221,2042,2100,510,623,967
08191,Givonne,847,314,522,78,182,262
08192,Givron,73,26,42,2,20,20
08193,Givry,195,73,114,12,42,60
08194,Glaire,626,233,382,70,165,147
08195,Gomont,252,108,139,15,61,63
08196,Grandchamp,68,23,39,7,20,12
08197,Grandham,50,17,31,3,10,18
08198,Grandpré,304,109,185,23,66,96
08199,La Grandville,577,222,337,44,174,119
08200,Grivy-Loisy,145,40,100,10,43,47
08201,Gruyères,75,16,56,8,16,32
08202,Gué-d'Hossus,354,184,163,26,74,63
08203,Guignicourt-sur-Vence,216,74,132,19,57,56
08204,Guincourt,74,18,55,6,30,19
08205,Hagnicourt,61,28,33,1,15,17
08206,Ham-les-Moines,280,99,178,23,100,55
08207,Ham-sur-Meuse,181,85,93,18,48,27
08208,Hannappes,143,49,81,21,33,27
08209,Hannogne-Saint-Martin,353,122,215,39,107,69
08210,Hannogne-Saint-Rémy,93,24,67,9,23,35
08211,Haraucourt,549,237,291,68,94,129
08212,Harcy,369,133,229,40,114,75
08214,Hargnies,384,188,192,37,84,71
08215,Harricourt,41,16,25,3,6,16
08216,Haudrecy,222,58,159,12,74,73
08217,Haulmé,71,18,49,23,20,6
08218,Les Hautes-Rivières,1130,599,500,85,238,177
08219,Hauteville,85,26,55,6,23,26
08220,Hauviné,232,85,143,16,57,70
08222,Haybes,1442,564,848,224,352,272
08223,Herbeuval,93,24,65,10,16,39
08225,Herpy-l'Arlésienne,145,59,83,9,27,47
08226,Hierges,157,65,86,20,38,28
08228,La Horgne,146,59,83,16,35,32
08229,Houdilcourt,103,38,64,1,19,44
08230,Houldizy,250,85,162,25,69,68
08232,Illy,314,126,176,32,64,80
08233,Imécourt,38,9,28,3,10,15
08234,Inaumont,79,34,44,5,21,18
08235,Issancourt-et-Rumel,360,134,215,34,112,69
08236,Jandun,192,61,122,31,41,50
08237,Joigny-sur-Meuse,545,205,326,77,144,105
08238,Jonval,86,35,50,6,31,13
08239,Juniville,811,300,489,93,172,224
08240,Justine-Herbigny,149,57,87,8,56,23
08242,Laifour,425,188,224,61,107,56
08243,Lalobbe,158,40,112,17,47,48
08244,Lametz,70,25,43,11,17,15
08245,Lançon,39,9,30,4,15,11
08246,Landres-et-Saint-Georges,86,28,54,2,18,34
08247,Landrichamps,115,55,60,23,12,25
08248,Launois-sur-Vence,473,202,263,43,127,93
08249,Laval-Morency,189,85,97,23,46,28
08250,Leffincourt,135,43,87,10,19,58
08251,Lépron-les-Vallées,66,24,40,3,22,15
08252,Létanne,104,46,58,5,26,27
08254,Liart,405,197,201,26,95,80
08255,Linay,140,53,85,12,37,36
08256,Liry,69,22,45,4,12,29
08257,Logny-Bogny,137,61,75,5,43,27
08259,Longwé,80,37,39,8,20,11
08260,Lonny,438,163,262,28,126,108
08261,Louvergny,69,30,36,4,11,21
08262,Lucquy,386,182,194,41,94,59
08263,Lumes,829,299,506,122,229,155
08264,Machault,317,87,216,26,89,101
08268,Maisoncelle-et-Villers,53,7,42,4,11,27
08269,Malandry,56,22,33,7,16,10
08271,Manre,83,26,57,8,24,25
08272,Maranwez,61,20,40,6,19,15
08273,Marby,63,20,42,1,19,22
08274,Marcq,99,35,61,10,15,36
08275,Margny,111,45,61,2,21,38
08276,Margut,603,292,296,39,147,110
08277,Marlemont,99,42,55,6,36,13
08278,Marquigny,64,20,39,8,14,17
08279,Mars-sous-Bourcq,40,7,32,0,16,16
08280,Marvaux-Vieux,46,16,29,0,1,28
08281,Matton-et-Clémency,321,151,166,37,74,55
08282,Maubert-Fontaine,676,267,390,46,187,157
08283,Mazerny,96,31,57,7,26,24
08284,Les Mazures,704,254,443,100,192,151
08286,Ménil-Annelles,100,28,67,4,24,39
08287,Ménil-Lépinois,104,23,79,11,30,38
08288,Mesmont,91,25,64,11,35,18
08289,Messincourt,382,172,201,19,86,96
08291,Mogues,95,24,68,8,20,40
08293,Moiry,120,41,72,14,24,34
08294,La Moncelle,99,31,60,11,20,29
08295,Mondigny,143,43,97,11,42,44
08296,Montcheutin,94,27,63,6,23,34
08297,Montcornet,204,76,122,13,60,49
08298,Montcy-Notre-Dame,1232,428,769,164,274,331
08300,Le Mont-Dieu,22,8,14,1,4,9
08301,Montgon,55,9,39,9,17,13
08302,Monthermé,1659,750,870,225,360,285
08303,Monthois,258,89,160,16,70,74
08304,Montigny-sur-Meuse,59,29,30,10,13,7
08305,Montigny-sur-Vence,180,73,104,18,46,40
08306,Mont-Laurent,49,15,33,1,11,21
08307,Montmeillant,79,29,46,6,21,19
08308,Mont-Saint-Martin,63,21,40,5,23,12
08309,Mont-Saint-Remy,39,5,31,4,9,18
08310,Mouron,67,30,36,7,18,11
08311,Mouzon,1555,732,789,105,282,402
08312,Murtin-et-Bogny,138,55,82,19,22,41
08313,Nanteuil-sur-Aisne,114,33,78,9,21,48
08314,Neuflize,475,153,299,43,107,149
08315,Neufmaison,50,13,33,0,11,22
08316,Neufmanil,841,330,491,106,213,172
08317,La Neuville-à-Maire,74,11,62,10,23,29
08318,La Neuville-aux-Joûtes,252,95,144,31,63,50
08319,Neuville-lez-Beaulieu,250,85,158,11,79,68
08320,La Neuville-en-Tourne-à-Fuy,409,153,243,27,84,132
08321,Neuville-Day,147,56,90,10,35,45
08322,Neuville-lès-This,324,96,225,44,87,94
08323,La Neuville-lès-Wasigny,131,58,65,10,37,18
08324,Neuvizy,99,33,64,17,35,12
08325,Noirval,25,6,18,1,7,10
08326,Nouart,112,34,71,12,28,31
08327,Nouvion-sur-Meuse,1764,748,991,264,425,302
08328,Nouzonville,4501,2200,2232,619,883,730
08329,Novion-Porcien,375,131,236,34,119,83
08330,Novy-Chevrières,485,170,302,55,130,117
08331,Noyers-Pont-Maugis,509,187,307,63,107,137
08332,Oches,38,12,24,1,3,20
08333,Olizy-Primat,172,45,118,11,51,56
08334,Omicourt,34,14,20,5,10,5
08335,Omont,82,31,46,12,17,17
08336,Osnes,156,51,101,18,33,50
08338,Pauvres,133,40,88,5,34,49
08339,Perthes,217,64,149,20,48,81
08340,Poilcourt-Sydney,133,37,92,11,44,37
08341,Poix-Terron,553,212,328,62,157,109
08342,Pouru-aux-Bois,218,91,119,26,44,49
08343,Pouru-Saint-Remy,894,406,465,84,185,196
08344,Prez,111,44,61,6,36,19
08346,Prix-lès-Mézières,1126,451,645,124,211,310
08347,Puilly-et-Charbeaux,198,75,115,3,34,78
08348,Puiseux,88,30,56,2,20,34
08349,Pure,429,192,218,43,85,90
08350,Quatre-Champs,171,66,100,24,34,42
08351,Quilly,59,11,42,6,6,30
08352,Raillicourt,184,71,110,15,44,51
08353,Rancennes,516,230,275,65,100,110
08354,Raucourt-et-Flaba,648,243,374,63,170,141
08355,Regniowez,249,121,124,18,44,62
08356,Remaucourt,106,37,68,6,35,27
08357,Remilly-Aillicourt,618,254,340,51,138,151
08358,Remilly-les-Pothées,196,86,106,8,51,47
08360,Renneville,164,59,98,14,43,41
08361,Renwez,1211,446,738,88,330,320
08362,Rethel,4988,2418,2466,461,906,1099
08363,Revin,4865,2474,2315,733,784,798
08364,Rilly-sur-Aisne,90,26,60,6,36,18
08365,Rimogne,943,404,522,100,265,157
08366,Rocquigny,519,210,293,47,158,88
08367,Rocroi,1685,850,790,214,271,305
08368,Roizy,185,68,114,14,37,63
08369,La Romagne,108,43,60,2,32,26
08370,Rouvroy-sur-Audry,374,166,204,39,90,75
08371,Rubécourt-et-Lamécourt,139,59,78,16,30,32
08372,Rubigny,54,6,46,8,18,20
08373,Rumigny,254,101,146,13,97,36
08374,La Sabotterie,73,21,48,9,20,19
08375,Sachy,130,54,75,7,34,34
08376,Sailly,174,60,112,12,44,56
08377,Saint-Aignan,108,32,71,9,24,38
08378,Saint-Clément-à-Arnes,78,22,53,1,18,34
08379,Saint-Etienne-à-Arnes,169,35,131,12,47,72
08380,Saint-Fergeux,162,52,107,11,37,59
08381,Saint-Germainmont,503,176,307,49,169,89
08382,Saint-Jean-aux-Bois,115,46,62,10,30,22
08383,Saint-Juvin,103,35,66,6,34,26
08384,Saint-Lambert-et-Mont-de-Jeux,131,44,82,9,38,35
08385,Saint-Laurent,780,262,488,96,154,238
08386,Saint-Loup-Champagne,186,63,122,19,39,64
08387,Saint-Loup-Terrier,133,40,87,11,35,41
08388,Saint-Marceau,298,92,193,37,61,95
08389,Saint-Marcel,288,120,164,22,92,50
08390,Sainte-Marie,63,19,40,5,14,21
08391,Saint-Menges,694,283,397,86,156,155
08392,Saint-Morel,178,62,106,18,42,46
08393,Saint-Pierre-à-Arnes,52,16,35,1,16,18
08394,Saint-Pierremont,78,23,54,10,24,20
08395,Saint-Pierre-sur-Vence,117,41,73,12,22,39
08396,Saint-Quentin-le-Petit,117,56,57,2,32,23
08397,Saint-Remy-le-Petit,39,12,26,5,9,12
08398,Sainte-Vaubourg,71,17,50,3,19,28
08399,Sapogne-sur-Marche,78,36,39,2,23,14
08400,Sapogne-et-Feuchères,358,92,256,56,100,100
08401,Saulces-Champenoises,160,39,113,11,53,49
08402,Saulces-Monclin,525,195,316,36,155,125
08403,Sault-lès-Rethel,1271,541,707,155,293,259
08404,Sault-Saint-Remy,136,40,93,14,39,40
08405,Sauville,200,70,123,13,62,48
08406,Savigny-sur-Aisne,281,94,173,27,63,83
08407,Séchault,57,16,40,0,24,16
08408,Sécheval,389,134,246,43,117,86
08409,Sedan,10761,5422,5144,1038,1582,2524
08410,Semide,163,41,112,9,28,75
08411,Semuy,90,33,54,9,26,19
08412,Senuc,124,47,69,8,30,31
08413,Seraincourt,212,74,134,18,62,54
08415,Sery,228,64,161,34,80,47
08416,Seuil,130,44,80,12,41,27
08417,Sévigny-la-Forêt,213,98,112,12,52,48
08418,Sévigny-Waleppe,197,78,116,13,47,56
08419,Signy-l'Abbaye,954,386,546,111,239,196
08420,Signy-le-Petit,965,440,506,113,267,126
08421,Signy-Montlibert,75,26,45,5,17,23
08422,Singly,110,38,71,8,28,35
08424,Sommauthe,100,33,66,9,32,25
08425,Sommerance,47,18,27,3,12,12
08426,Son,71,20,49,8,19,22
08427,Sorbon,171,42,127,14,37,76
08428,Sorcy-Bauthémont,133,40,92,22,37,33
08429,Sormonne,406,126,272,44,145,83
08430,Stonne,33,6,27,3,11,13
08431,Sugny,93,26,62,4,26,32
08432,Sury,84,20,62,17,10,35
08433,Suzanne,57,17,36,6,7,23
08434,Sy,43,6,35,2,11,22
08435,Tagnon,732,292,426,57,164,205
08436,Taillette,266,131,132,18,67,47
08437,Tailly,184,68,111,12,38,61
08438,Taizy,91,37,50,6,15,29
08439,Tannay,111,33,78,11,15,52
08440,Tarzy,118,40,74,9,43,22
08441,Termes,103,32,70,10,30,30
08443,Terron-sur-Aisne,95,22,70,15,30,25
08444,Tétaigne,88,33,54,5,25,24
08445,Thelonne,313,106,199,33,94,72
08446,Thénorgues,70,17,51,2,12,37
08448,Thilay,850,366,468,85,213,170
08449,Thin-le-Moutier,467,185,274,44,137,93
08450,This,170,59,105,15,54,36
08451,Le Thour,254,80,165,16,88,61
08452,Thugny-Trugny,173,68,99,19,40,40
08453,Toges,85,30,50,9,31,10
08454,Touligny,84,43,38,1,24,13
08455,Tourcelles-Chaumont,46,7,35,0,13,22
08456,Tournavaux,192,69,122,24,61,37
08457,Tournes,827,338,476,105,183,188
08458,Tourteron,175,55,115,17,55,43
08459,Tremblois-lès-Carignan,88,42,43,7,20,16
08460,Tremblois-lès-Rocroi,130,48,78,5,48,25
08461,Vandy,174,49,117,24,55,38
08462,Vaux-Champagne,101,31,68,9,35,24
08463,Vaux-en-Dieulet,56,20,34,7,15,12
08464,Vaux-lès-Mouron,67,21,42,2,26,14
08465,Vaux-lès-Rubigny,47,21,26,0,16,10
08466,Vaux-lès-Mouzon,68,32,36,7,14,15
08467,Vaux-Montreuil,99,36,63,15,24,24
08468,Vaux-Villaine,155,57,95,10,49,36
08469,Vendresse,373,133,227,36,108,83
08470,Verpel,82,21,59,7,29,23
08471,Verrières,20,2,17,5,6,6
08472,Viel-Saint-Remy,239,99,135,35,59,41
08473,Vieux-lès-Asfeld,198,65,128,11,64,53
08475,Villers-Cernay,238,102,132,18,48,66
08476,Villers-devant-le-Thour,306,110,183,35,70,78
08477,Villers-devant-Mouzon,73,17,50,17,18,15
08478,Villers-le-Tilleul,202,54,143,18,73,52
08479,Villers-le-Tourneur,152,51,97,13,51,33
08480,Villers-Semeuse,2610,1066,1482,379,558,545
08481,Villers-sur-Bar,214,90,118,35,35,48
08482,Villers-sur-le-Mont,83,22,57,7,17,33
08483,Ville-sur-Lumes,370,139,219,36,95,88
08484,Ville-sur-Retourne,77,20,54,4,24,26
08485,Villy,158,56,94,12,33,49
08486,Vireux-Molhain,981,488,478,109,238,131
08487,Vireux-Wallerand,1347,551,768,143,258,367
08488,Vivier-au-Court,2049,950,1050,219,445,386
08489,Voncq,198,77,115,25,43,47
08490,Vouziers,2530,1017,1442,314,467,661
08491,Vrigne-aux-Bois,2537,1241,1240,271,495,474
08492,Vrigne-Meuse,215,80,134,17,66,51
08493,Vrizy,264,91,165,17,81,67
08494,Wadelincourt,360,117,227,42,77,108
08496,Wagnon,101,30,64,10,27,27
08497,Warcq,903,336,549,86,221,242
08498,Warnécourt,277,75,184,42,61,81
08499,Wasigny,228,96,126,9,68,49
08500,Wignicourt,57,14,39,17,11,11
08501,Williers,28,10,16,1,12,3
08502,Yoncq,85,36,47,3,18,26
08503,Yvernaumont,102,30,69,7,37,25
10002,Ailleville,208,75,128,25,53,50
10003,Aix-en-Othe,1699,614,1032,257,426,349
10004,Allibaudières,169,80,84,13,41,30
10005,Amance,229,90,130,11,70,49
10006,Arcis-sur-Aube,1843,839,946,155,411,380
10007,Arconville,101,41,58,11,24,23
10008,Argançon,106,45,56,7,21,28
10009,Arrelles,81,30,46,6,18,22
10010,Arrembécourt,41,19,21,0,10,11
10011,Arrentières,193,77,113,11,46,56
10012,Arsonval,252,89,159,23,67,69
10013,Assenay,118,34,84,18,34,32
10014,Assencières,136,50,84,13,35,36
10015,Aubeterre,221,84,132,9,61,62
10017,Aulnay,96,35,55,12,22,21
10018,Auxon,687,273,397,57,186,154
10019,Val-d'Auzon,258,93,155,7,84,64
10020,Avant-lès-Marcilly,347,128,209,26,80,103
10021,Avant-lès-Ramerupt,122,39,79,1,45,33
10022,Avirey-Lingey,158,69,82,7,39,36
10023,Avon-la-Pèze,152,55,93,8,44,41
10024,Avreuil,133,44,88,13,50,25
10025,Bagneux-la-Fosse,162,62,99,7,49,43
10026,Bailly-le-Franc,29,3,24,0,13,11
10027,Balignicourt,65,30,35,4,16,15
10028,Balnot-la-Grange,119,41,75,9,34,32
10029,Balnot-sur-Laignes,153,59,90,7,50,33
10030,Barberey-Saint-Sulpice,887,325,543,85,246,212
10031,Barbuise,357,160,193,19,93,81
10032,Baroville,297,128,160,21,92,47
10033,Bar-sur-Aube,3473,1684,1724,322,638,764
10034,Bar-sur-Seine,1918,953,918,172,347,399
10035,Bayel,585,244,320,66,165,89
10037,Bercenay-en-Othe,341,121,214,38,77,99
10038,Bercenay-le-Hayer,120,41,77,18,37,22
10039,Bergères,105,41,56,7,21,28
10040,Bernon,147,57,83,12,43,28
10041,Bertignolles,49,14,34,1,21,12
10042,Bérulle,204,65,134,22,58,54
10043,Bessy,91,28,61,4,40,17
10044,Bétignicourt,37,8,27,0,21,6
10045,Beurey,153,44,96,12,28,56
10046,Blaincourt-sur-Aube,87,32,52,10,25,17
10047,Blignicourt,43,12,27,1,14,12
10048,Bligny,158,72,83,9,46,28
10049,Les Bordes-Aumont,360,132,226,40,93,93
10050,Bossancourt,183,77,98,23,38,37
10051,Bouilly,746,236,485,105,198,182
10052,Boulages,173,57,109,10,52,47
10053,Bouranton,430,127,290,37,138,115
10054,Bourdenay,107,39,60,13,26,21
10055,Bourguignons,239,87,143,22,70,51
10056,Bouy-Luxembourg,159,71,80,15,37,28
10057,Bouy-sur-Orvin,45,18,25,5,10,10
10058,Bragelogne-Beauvoir,220,75,135,25,52,58
10059,Braux,100,46,51,15,18,18
10060,Bréviandes,1525,543,949,141,370,438
10061,Brévonnes,519,213,281,60,125,96
10062,Briel-sur-Barse,160,49,105,8,57,40
10063,Brienne-la-Vieille,308,95,207,40,79,88
10064,Brienne-le-Château,1998,907,1045,185,468,392
10065,Brillecourt,79,29,48,15,25,8
10066,Bucey-en-Othe,355,138,205,29,64,112
10067,Buchères,1190,439,726,109,306,311
10068,Buxeuil,123,49,72,6,41,25
10069,Buxières-sur-Arce,117,50,65,4,26,35
10070,Celles-sur-Ource,408,164,236,17,72,147
10071,Chacenay,55,29,26,7,1,18
10072,La Chaise,36,17,16,1,10,5
10073,Chalette-sur-Voire,98,24,71,13,34,24
10074,Chamoy,390,129,250,43,118,89
10075,Champfleury,84,31,53,2,33,18
10076,Champignol-lez-Mondeville,251,84,154,13,62,79
10077,Champigny-sur-Aube,70,28,38,5,16,17
10078,Champ-sur-Barse,25,0,25,3,12,10
10079,Channes,115,44,65,1,27,37
10080,Chaource,774,309,441,57,211,173
10081,La Chapelle-Saint-Luc,6486,3018,3340,981,1179,1180
10082,Chapelle-Vallon,160,72,86,11,51,24
10083,Chappes,245,82,151,24,60,67
10084,Charmont-sous-Barbuise,729,272,439,79,171,189
10085,Charmoy,52,19,32,3,6,23
10086,Charny-le-Bachot,184,62,120,13,55,52
10087,Chaserey,42,7,34,7,19,8
10089,Châtres,509,202,292,31,139,122
10090,Chauchigny,187,61,120,16,59,45
10091,Chaudrey,125,46,77,7,40,30
10092,Chauffour-lès-Bailly,91,30,60,5,32,23
10093,Chaumesnil,76,23,52,3,30,19
10094,Chavanges,471,160,292,32,155,105
10095,Le Chêne,238,103,128,15,58,55
10096,Chennegy,367,108,247,39,110,98
10097,Chervey,148,37,105,5,44,56
10098,Chesley,276,122,150,24,58,68
10099,Chessy-les-Prés,378,146,216,26,102,88
10100,Clérey,805,302,492,62,250,180
10101,Coclois,113,32,78,11,32,35
10102,Colombé-la-Fosse,171,70,98,9,46,43
10103,Colombé-le-Sec,123,39,76,4,40,32
10104,Cormost,238,75,150,12,85,53
10105,Courcelles-sur-Voire,26,5,20,0,17,3
10106,Courceroy,85,21,60,4,24,32
10107,Coursan-en-Othe,92,30,58,12,24,22
10108,Courtaoult,60,16,43,8,20,15
10109,Courtenot,219,89,121,21,66,34
10110,Courteranges,407,141,262,53,117,92
10111,Courteron,111,46,62,10,31,21
10112,Coussegrey,137,52,78,17,34,27
10113,Couvignon,175,57,112,19,53,40
10114,Crancey,560,228,317,52,168,97
10115,Creney-près-Troyes,1364,430,897,147,367,383
10116,Crésantignes,259,88,166,17,77,72
10117,Crespy-le-Neuf,96,33,59,11,31,17
10118,Les Croûtes,84,23,59,2,36,21
10119,Cunfin,193,56,126,31,46,49
10120,Cussangy,158,69,84,12,44,28
10121,Dampierre,296,114,172,16,75,81
10122,Davrey,203,78,115,14,59,42
10123,Dienville,632,235,376,72,181,123
10124,Dierrey-Saint-Julien,200,87,108,18,52,38
10125,Dierrey-Saint-Pierre,221,100,119,6,56,57
10126,Dolancourt,113,40,72,3,41,28
10127,Dommartin-le-Coq,53,14,38,2,17,19
10128,Donnement,91,39,49,13,17,19
10129,Dosches,229,63,162,23,56,83
10130,Dosnon,89,24,62,4,28,30
10131,Droupt-Saint-Basle,251,83,159,15,92,52
10132,Droupt-Sainte-Marie,184,68,110,5,58,47
10133,Eaux-Puiseaux,194,55,131,36,43,52
10134,Echemines,68,13,54,5,20,29
10135,Eclance,109,40,63,15,20,28
10136,Eguilly-sous-Bois,101,33,67,6,24,37
10137,Engente,54,15,36,5,9,22
10138,Epagne,103,26,73,11,33,29
10139,Epothémont,140,53,82,11,47,24
10140,Ervy-le-Châtel,756,286,445,76,222,147
10141,Essoyes,525,242,273,35,107,131
10142,Estissac,1283,499,741,139,310,292
10143,Etourvy,184,45,127,20,56,51
